-1.4717,2.23385,3.08557
-0.477343,2.05976,2.88826
-0.63639,1.66326,3.39105
0.214601,1.71262,3.11775
-0.718924,2.01928,2.93839
-2.03609,2.73671,3.41826
-1.02467,1.78775,3.29437
-1.00233,1.56945,3.74788
0.0772262,1.41366,2.78217
-0.67386,1.50718,3.03529
-0.712114,2.0984,3.07027
-2.06675,1.41546,2.73132
-0.295543,1.28448,2.76097
-0.80164,2.13544,2.3639
-1.40145,0.98513,2.44613
-1.17969,1.93143,3.33223
-1.17185,0.975381,3.70816
-0.896501,2.16137,3.3184
-0.58996,1.22076,3.81026
-0.703964,1.8048,2.96585
-1.19616,2.00679,3.47322
-1.77043,1.23022,2.73885
-0.281226,2.7833,2.12492
-0.92469,2.65635,2.93333
-1.24247,2.12597,3.37244
0.0207798,2.45814,3.16401
-1.28171,2.52282,2.20281
-1.30991,2.95167,2.86835
-1.45303,0.777158,3.0563
-2.00101,2.07108,2.68021
-0.408516,1.17183,2.95948
-0.968166,2.26605,3.19809
-1.02879,0.988728,2.44392
-1.09862,1.22562,3.28386
-0.13184,2.70071,2.89478
-1.0619,1.60823,3.2964
-1.58015,1.93311,3.42614
-1.48694,2.0606,3.35378
-1.03503,1.38514,3.45036
-1.53785,0.850895,3.31092
-0.763877,1.02514,2.74342
-1.12414,2.4413,3.18021
-1.14017,2.84164,2.89862
-0.321137,0.902795,2.94617
-1.34132,2.36393,2.71624
-0.484698,1.18702,2.83507
-0.280547,1.81115,2.13729
-1.48765,1.21125,2.63901
-0.900691,1.24435,2.2975
-1.82698,2.08895,2.43201
-1.62232,1.84131,2.90014
-0.712742,1.70968,2.65819
-0.458904,2.12845,2.66951
-1.49397,1.96399,3.14748
-0.0759773,1.95394,2.52582
-1.36149,1.33613,3.01881
-0.828785,2.23135,3.03736
-0.570048,0.796671,2.71033
-0.52603,1.33278,2.44074
-0.281175,1.46113,2.59513
-0.468979,1.72822,2.20023
-0.996969,2.61051,2.72229
-0.798397,1.85421,2.93856
-1.21852,1.79442,3.47845
-1.21714,1.09367,2.62895
-0.968886,2.15832,3.11585
-0.784758,2.51779,3.64104
-1.81789,1.47497,3.11761
-1.25378,2.35698,2.69415
-1.16001,2.15889,2.72197
-1.01783,3.08997,3.28293
-1.39115,0.873138,3.1995
-1.5396,1.68618,3.16848
-0.27834,3.56233,3.77917
-1.0116,1.87933,2.43339
-2.30078,1.51403,2.67916
-0.498055,1.52067,2.81924
-1.33576,1.39201,2.27071
-0.80943,1.67519,2.34897
-1.14394,1.9078,3.42832
-0.238741,2.73031,3.03555
-1.41723,0.933105,3.04288
-0.950829,2.22261,2.41417
-0.483088,2.61477,2.70565
-1.01229,1.6582,2.87612
-0.783401,1.68112,3.16638
-1.1433,1.9679,3.29776
-1.21611,2.17765,2.81385
-0.572047,2.20895,2.90439
-0.650345,2.82083,3.16708
-1.0716,1.9521,2.82519
-1.06433,2.4127,2.97942
-0.941146,1.46906,3.29073
-1.41286,2.6545,3.03107
-0.910085,2.59174,3.24134
-1.21719,2.20897,3.22433
-0.471278,1.37775,2.59848
-1.6551,1.82571,3.29924
-1.19805,2.73386,3.3854
-0.461165,1.94254,2.74102
-0.73295,2.8878,2.86424
-0.556242,1.93259,4.05807
-1.47068,2.54427,2.39839
-1.52275,2.27657,2.68851
-1.27682,1.2278,3.1006
-1.60269,1.28259,2.63491
-0.499098,2.07989,2.46705
-1.22142,1.45521,2.99115
-0.911319,1.96002,3.13989
-0.8486,2.72938,3.43994
-0.770192,1.09094,3.20512
-0.389358,0.440375,2.70663
-0.991067,1.6389,2.1373
-1.71735,2.39206,3.05476
-1.32234,2.69393,3.32021
-0.444956,2.12677,3.21024
-0.865476,1.84421,2.95837
-1.16467,1.64006,3.16692
-1.36082,1.53034,2.09302
-0.63203,1.20678,2.79631
-1.52873,1.84721,3.22539
-1.89173,1.75251,3.46884
-1.04484,2.36071,3.65591
-0.876356,2.87158,3.43593
-0.911129,2.43212,3.48125
-0.322261,2.26286,3.23762
-0.117521,2.82156,3.15293
-0.832186,2.62153,3.29793
-1.34606,2.62258,2.95168
-0.151355,2.17843,3.51563
-0.665488,1.41162,3.19635
-1.37775,1.76702,3.69273
-1.62534,2.03197,2.98697
-0.642109,1.24342,2.42924
-0.876097,2.31028,3.02315
-1.3599,2.57792,2.46874
-0.705336,2.17099,2.87385
-0.788698,2.97031,3.48563
-1.47305,2.2481,2.99821
-1.06555,2.12296,2.61818
-0.957585,2.0226,3.20442
-1.57185,2.57493,2.78915
-1.17391,1.73036,3.09244
-1.53366,3.53241,3.15927
-0.333096,2.68922,2.84608
-0.861779,1.91889,3.71656
-1.10257,2.25337,3.26819
-0.781221,2.25017,2.48095
-0.897445,1.57535,1.99879
-1.72837,1.76526,3.15707
-0.261525,2.58065,2.34336
-0.890048,1.99276,3.05068
-1.25573,1.37336,2.54081
-1.18325,2.85169,2.70895
-0.430884,2.05505,2.47685
-0.699203,1.32205,3.09173
-0.6508,2.08457,3.09636
-1.34012,1.67087,1.92693
-1.01259,1.61838,2.4923
-1.55854,1.2775,2.71888
-0.7923,1.55803,3.21758
-1.38664,2.48256,2.9997
-0.571024,1.37427,3.01324
-1.00138,2.6472,3.01224
-1.28177,2.22278,2.70752
-1.62459,2.53389,2.28695
0.168271,2.27007,3.37237
-1.2482,1.7291,2.34727
-1.21923,2.57582,1.9771
-1.11044,1.84353,3.03536
-1.18763,0.954472,3.17106
-1.20042,2.11755,3.41851
-0.768389,2.2202,2.94332
-1.07537,2.18603,3.28985
-0.145486,1.33812,2.80451
-1.38062,1.60031,3.15158
-0.543473,2.53098,3.34382
-1.75643,1.8945,2.79374
-1.38302,2.41164,2.56032
0.0521958,1.83657,3.03802
-1.56544,1.97818,2.5195
-1.60549,2.45146,3.38697
-1.4871,2.12939,3.36623
-0.61258,2.74002,2.41894
-2.11227,2.20862,2.31113
-1.3616,2.87128,3.27794
-0.854677,2.56492,2.95706
-1.07241,1.77867,2.95282
-0.887126,2.95435,3.2312
-0.588873,1.86788,2.87317
-1.03965,2.12042,3.96776
-0.364813,3.09466,3.26285
-0.664163,1.19746,2.67812
-1.23404,2.6602,2.01693
-0.895768,1.49136,2.72339
-1.47205,2.27745,3.28302
-0.337119,2.99794,3.42586
-1.5233,2.38984,3.67172
-0.475985,2.78032,2.27151
0.459676,1.89269,3.45079
-0.974141,2.3247,2.78202
-1.3501,2.15148,3.47971
-0.996208,2.38783,2.83932
-1.79654,0.865713,2.98271
-0.968481,1.94267,3.24469
-1.45855,2.08764,2.89699
-0.919397,1.60226,2.80055
-0.994382,2.66111,3.27377
-1.10899,0.819691,2.51185
-1.03966,1.45007,3.12406
-1.39763,2.42838,2.69176
-0.336931,1.79312,2.49135
-0.217326,2.21166,3.08624
-1.34268,1.46834,2.32772
-1.14416,1.88375,2.78955
-1.10734,1.31126,2.79344
-1.12002,1.12437,3.22498
-1.25304,2.1421,3.00749
-1.28048,2.48173,2.72784
-1.45697,2.09869,2.59282
-0.78682,2.16102,3.32387
-0.428176,1.50418,2.89079
-0.653933,2.56251,3.35537
-1.32314,1.82124,3.12097
-0.339334,1.08908,3.19304
-1.18374,2.45602,3.33577
-1.02767,0.150167,3.82656
-0.0711091,1.44449,2.50726
-0.22571,1.47591,2.97117
-0.88453,2.17279,2.60013
-1.37974,2.05173,2.89761
-1.40818,2.88154,2.57085
-0.392469,0.76618,3.04827
-1.1405,3.09357,3.48011
-1.32486,1.1616,2.86386
-0.409295,2.40361,3.12629
-0.575184,2.09011,3.89923
-2.52801,2.37611,3.12718
-1.17908,1.89268,3.12276
-0.947454,0.719823,3.49741
-1.15276,2.2503,2.83315
-1.65341,2.6826,2.95795
-0.889082,2.07952,3.10369
-0.369046,2.15064,2.68589
-0.619791,2.20108,2.68206
-0.556574,2.89926,2.74943
-1.21912,1.85757,3.02854
-1.06774,2.65705,2.53861
-1.62113,1.06406,3.34029
-1.49445,1.40543,2.69216
-1.13097,1.6617,2.5579
-1.09764,1.14831,3.24398
-1.39513,1.44326,2.42797
-1.43998,0.422294,2.45378
-0.753455,3.5921,3.159
-1.01709,1.49215,3.628
-0.761255,1.57385,2.28301
-0.957173,1.99391,2.86796
-1.38027,1.6019,3.25426
-0.663687,2.27431,2.87894
-1.02808,2.04712,3.26786
-0.655926,1.82781,2.97294
-0.648453,2.52978,2.81104
-1.08527,1.32205,2.80638
-1.20346,1.73789,1.84975
-0.227919,2.89154,2.10433
-1.49049,1.75293,2.83463
-0.885154,1.86839,2.03299
-0.526835,3.10796,3.07958
-0.649746,1.65044,2.97645
-0.170664,2.50338,3.1273
-0.724071,2.07279,2.74554
-0.369641,1.79486,2.91935
-0.613475,1.92513,3.43074
-0.863419,2.45133,3.79836
-1.92209,2.00834,2.90736
-1.04511,1.34833,2.45151
-1.10834,2.60737,3.04687
-0.432687,3.24375,2.49509
-1.38183,2.17161,3.01263
-1.28309,2.54544,2.87509
-0.968224,1.73937,3.05274
-0.127855,2.5898,2.49725
-1.38337,1.83925,3.36633
-0.937864,2.19099,2.28019
-1.63218,1.63074,3.23498
-0.761391,1.89156,3.23293
-0.625508,2.30263,2.50114
-1.38327,1.43704,2.40868
-0.705933,2.14254,3.60081
-0.363832,1.9737,3.12486
-0.57489,2.21565,3.22202
-0.0791832,2.03351,3.44752
-0.31898,1.63623,2.69381
-1.6978,1.84065,3.44516
-0.51984,0.955543,2.52507
-0.849524,1.78862,2.48488
-1.60071,2.72161,3.01613
-0.203149,1.38605,3.15748
-0.961549,0.932626,2.62669
-1.15859,1.81909,3.63118
-0.880474,1.83146,2.54565
-1.58969,2.46692,2.4453
-0.823395,1.80189,2.76302
-0.700747,1.99965,2.13064
-2.13605,1.94376,3.07923
-1.58261,2.5666,2.4257
-1.59247,2.82668,3.23268
-1.09329,1.98277,3.01275
-1.14427,2.76583,2.52944
-1.37097,1.32008,2.67445
-1.37877,1.74381,2.47975
-0.800083,2.79809,3.11716
-0.307749,0.27179,3.62572
-1.40695,2.22881,3.23535
-0.294562,1.52192,2.84277
-0.986379,2.2984,3.12021
-0.810001,1.88522,2.57189
-1.81947,1.85344,2.81554
-1.04161,1.70437,2.61417
-0.830298,2.07254,2.32944
-1.22629,1.56666,3.26609
-0.685714,2.3383,3.02334
-1.5045,1.9858,2.87712
-0.587985,2.35681,2.40323
-0.916248,3.9696,2.5164
-1.36479,2.81918,3.29318
-1.47909,2.32663,2.46698
-1.37893,1.0944,2.61694
-2.26284,0.992084,2.83298
-1.44,0.981946,2.88665
-1.17348,1.22595,2.87306
-1.11721,2.05471,3.33087
-1.44445,1.35396,2.69058
-1.08174,1.67814,2.74613
-1.5487,2.81066,3.54242
-1.38161,1.93363,2.3292
-0.629591,1.58417,2.77585
-0.499611,3.06937,3.12108
-0.0501747,1.12552,3.06583
-0.96609,2.50084,3.83979
-0.867647,1.58319,2.60352
-0.456024,1.60908,2.74849
-0.939212,1.56139,3.65722
-1.02813,2.87402,2.99724
-1.21956,0.831594,3.35479
-0.483538,2.60578,3.14946
-0.506187,1.94044,2.33683
-0.541594,1.89576,3.41285
-1.51792,1.64981,3.1955
-1.17791,1.97368,2.85011
-0.183789,2.68609,2.96064
-0.626949,2.56569,3.30894
-1.48684,1.59893,3.44781
-1.34147,1.58785,3.49927
-2.45403,2.51484,2.60275
-0.828407,1.04693,2.71722
-1.02882,3.07763,2.29941
-1.34928,2.35246,3.20318
-1.07975,2.97814,3.30004
-0.647301,1.71138,2.30239
-0.0548249,1.96479,3.16713
-0.977446,1.6226,2.87179
-0.680501,2.69146,3.28858
-0.445116,2.37436,2.83762
-0.932108,1.82025,2.79959
-0.414614,2.19476,2.80921
-1.2716,2.1465,3.51898
-0.633108,2.02567,2.1246
-0.290728,1.61555,3.29184
-1.20719,2.75808,3.26936
-1.10944,1.63575,3.47853
-0.921857,3.08768,3.19247
-0.433666,2.14433,3.06389
-0.888555,2.45993,2.98321
-0.941577,1.21238,2.88318
-0.576563,3.15193,2.96481
-1.12823,1.76053,2.4268
-1.03722,2.33196,2.46186
-1.00877,1.92736,3.41629
-0.736794,1.49529,2.75951
0.270268,2.56278,3.67534
-0.691823,2.08078,2.67453
-0.515766,2.5246,3.04124
-0.75904,1.30195,2.85398
-0.370359,2.1842,2.83636
-0.0741315,1.37863,2.03679
-1.68916,1.24098,3.20565
-0.7159,1.11395,2.28667
-0.689628,1.42979,2.76258
-0.80627,2.20612,3.33957
-0.497755,2.8716,2.9399
-1.24931,2.46985,2.81903
-0.106779,1.80535,3.05676
-1.07057,2.272,3.06227
-0.883997,2.61409,3.05761
-0.794795,1.84892,3.09592
-0.222857,2.20269,2.88468
-1.09377,1.3508,2.30171
-0.955608,2.18358,2.08008
-1.39794,1.78619,2.92005
-0.347632,2.2362,3.20162
-1.61579,3.00345,3.02232
-1.24231,2.60407,2.69379
-0.958134,0.986287,2.93234
-0.602527,2.75333,3.03482
0.701167,2.13326,2.91884
-1.97922,2.64827,2.64691
-1.32931,2.33958,1.7893
-0.929629,1.29335,2.80146
-0.782312,1.82553,2.64309
-1.69174,0.839817,2.81982
-1.56479,2.41833,2.44784
-0.606994,1.29477,2.64117
-1.95923,1.97955,3.26498
-0.918904,1.41824,3.15511
-1.19364,2.13166,3.0357
-1.46541,3.44582,3.47986
-1.05737,1.69987,3.34863
-1.12587,1.76825,3.06289
-0.777663,3.8405,2.62731
-0.995571,1.59167,3.333
-1.1933,1.66526,3.367
-0.326406,2.13877,2.77999
-0.933729,0.782759,2.47813
-1.71981,1.8189,2.31843
-2.55612,1.99026,3.33368
-1.38372,2.08985,2.91695
-1.53781,1.52493,3.36073
-0.659629,1.92714,3.64632
-0.0435653,1.71683,2.83562
-0.678785,2.85791,2.35584
-0.800197,1.94751,3.38605
-0.655417,2.49013,3.24157
-1.15857,2.07455,3.20547
-1.01215,1.84953,2.81862
-1.45047,3.19523,3.44633
-1.22461,1.66564,3.10183
-0.735857,1.68423,2.33996
-0.564548,2.19165,2.51103
-0.363757,2.13047,2.5347
-1.07964,2.77814,3.0781
-0.68294,1.90398,2.95366
-1.7351,0.995753,3.41818
-1.82948,2.73389,3.75616
-0.380442,2.31052,3.50928
-0.567815,1.86079,2.90244
-1.38413,2.37498,2.77752
-0.535307,1.81652,3.41263
-0.438748,1.47874,3.53676
-1.54313,1.80465,3.83578
-0.336923,2.32856,2.6388
-0.759001,1.56027,2.7852
-1.49152,1.98541,4.3755
-0.741441,1.68292,3.307
-0.25878,2.12589,2.83998
-1.57807,1.84531,3.07521
-1.59857,1.51304,3.03159
-1.02422,1.04018,3.08335
-1.08046,1.82133,3.04859
-1.28652,3.01553,3.12393
-0.119375,2.57639,3.53058
-1.18302,1.96839,3.10868
-1.07285,2.61239,3.16995
-1.64615,1.54293,2.79756
-1.26884,2.06217,2.93278
-0.892252,2.00664,2.20478
-1.27635,1.56141,2.99243
-0.934184,2.40048,2.71353
-1.5196,2.99136,3.5686
-1.56297,1.63754,2.52916
-0.167645,0.438894,2.69405
-0.571946,1.70431,3.21034
-0.935164,2.06811,3.00671
-0.879643,1.70105,3.63648
-1.02364,2.14689,2.8155
-0.646086,1.14743,3.15693
-2.55426,1.5538,3.28441
-1.57742,1.70058,2.5352
-0.649745,1.21067,2.32994
-1.74811,2.28428,3.11153
-1.8934,0.103621,3.88216
-1.19238,2.84094,3.41694
-1.214,2.10338,3.41462
-0.534026,1.77256,3.04547
-0.711028,1.64385,3.24648
-0.485429,2.49952,3.08134
-0.222484,2.65182,3.08608
-0.579211,2.20196,2.82679
-1.15026,3.17688,2.96839
-0.739253,1.28404,3.38554
-1.93222,1.61367,2.97967
-1.10136,2.07603,3.29213
-2.45544,2.79397,3.10746
-1.17928,0.952538,2.81187
-1.48599,2.09711,2.86632
-0.813936,3.24942,3.39358
-0.964217,1.64543,2.84132
-1.17698,1.49968,2.96203
-0.434882,1.67989,3.59343
-0.486501,1.15673,3.24192
